_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.531568536995229,GO:0045839,M1,1,0,GO Biological Processes,19,negative regulation of mitotic nuclear division,19_GO:0048519 negative regulation of biological process,-5.531568536995229,40.47310390912128,12.4325180767259,30284,41,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-3.0690523261984137,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-5.505808566531329,R-HSA-69618,M1,1,0,Reactome Gene Sets,6,Mitotic Spindle Checkpoint,,-5.505808566531329,22.303726616585653,10.114318685242207,30284,93,73,5,6.8493150684931505,2.9563453696090036,991|1063|5347|11004|11065,CDC20|CENPF|PLK1|KIF2C|UBE2C,-3.048969488626205,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-5.403370919171975,R-HSA-68877,M1,1,0,Reactome Gene Sets,6,Mitotic Prometaphase,,-5.403370919171975,14.387837516826355,8.680589573867161,30284,173,73,6,8.219178082191782,3.2146132937554075,991|1063|4751|5347|10051|11004,CDC20|CENPF|NEK2|PLK1|SMC4|KIF2C,-2.973854968478085,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-5.290485043710686,GO:0045840,M1,1,0,GO Biological Processes,19,positive regulation of mitotic nuclear division,19_GO:0048518 positive regulation of biological process,-5.290485043710686,35.30632468668026,11.56996647396552,30284,47,73,4,5.47945205479452,2.6636076335416026,991|9787|11065|51203,CDC20|DLGAP5|UBE2C|NUSAP1,-2.886674493251698,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-5.290485043710686,GO:0051784,M1,1,0,GO Biological Processes,19,negative regulation of nuclear division,19_GO:0048519 negative regulation of biological process,-5.290485043710686,35.30632468668026,11.56996647396552,30284,47,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-2.886674493251698,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-5.246510058381152,GO:1901992,M1,1,0,GO Biological Processes,19,positive regulation of mitotic cell cycle phase transition,19_GO:0048518 positive regulation of biological process,-5.246510058381152,19.754729288975867,9.463054791913258,30284,105,73,5,6.8493150684931505,2.9563453696090036,332|991|6241|9787|11065,BIRC5|CDC20|RRM2|DLGAP5|UBE2C,-2.8525702619484585,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-5.113219669737065,R-HSA-174178,M1,1,0,Reactome Gene Sets,6,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,,-5.113219669737065,31.91148577449947,10.966459532856206,30284,52,73,4,5.47945205479452,2.6636076335416026,991|5347|9232|11065,CDC20|PLK1|PTTG1|UBE2C,-2.7383728152133937,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-5.113219669737065,R-HSA-179419,M1,1,0,Reactome Gene Sets,6,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,,-5.113219669737065,31.91148577449947,10.966459532856206,30284,52,73,4,5.47945205479452,2.6636076335416026,890|991|4751|11065,CCNA2|CDC20|NEK2|UBE2C,-2.7383728152133937,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-5.04971854530912,GO:0045842,M1,1,0,GO Biological Processes,19,positive regulation of mitotic metaphase/anaphase transition,19_GO:0048518 positive regulation of biological process,-5.04971854530912,73.20870265914586,14.6388729808473,30284,17,73,3,4.109589041095891,2.3234073408566323,991|9787|11065,CDC20|DLGAP5|UBE2C,-2.684112347520361,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.971289967514414,GO:1902101,M1,1,0,GO Biological Processes,19,positive regulation of metaphase/anaphase transition of cell cycle,19_GO:0048518 positive regulation of biological process,-4.971289967514414,69.14155251141554,14.215072882678957,30284,18,73,3,4.109589041095891,2.3234073408566323,991|9787|11065,CDC20|DLGAP5|UBE2C,-2.6235953590343573,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.963405558178261,WP179,M1,1,0,WikiPathways,27,Cell cycle,,-4.963405558178261,17.28538812785388,8.786635249841597,30284,120,73,5,6.8493150684931505,2.9563453696090036,890|991|5347|7042|9232,CCNA2|CDC20|PLK1|TGFB2|PTTG1,-2.6200757551006544,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.953092292016954,R-HSA-176408,M1,1,0,Reactome Gene Sets,6,Regulation of APC/C activators between G1/S and early anaphase,,-4.953092292016954,29.11223263638548,10.442718493381621,30284,57,73,4,5.47945205479452,2.6636076335416026,890|991|5347|11065,CCNA2|CDC20|PLK1|UBE2C,-2.6183626607012647,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.922848407937205,GO:0033047,M1,1,0,GO Biological Processes,19,regulation of mitotic sister chromatid segregation,19_GO:0050789 regulation of biological process,-4.922848407937205,28.61029759093056,10.346014274416815,30284,58,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-2.593595695808032,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.897408949389071,GO:1904666,M1,1,0,GO Biological Processes,19,regulation of ubiquitin protein ligase activity,19_GO:0065007 biological regulation,-4.897408949389071,65.50252343186735,13.82488395122946,30284,19,73,3,4.109589041095891,2.3234073408566323,991|5347|11065,CDC20|PLK1|UBE2C,-2.579203369878514,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.860558250396815,GO:1901989,M1,1,0,GO Biological Processes,19,positive regulation of cell cycle phase transition,19_GO:0048518 positive regulation of biological process,-4.860558250396815,16.46227440747989,8.549401408436458,30284,126,73,5,6.8493150684931505,2.9563453696090036,332|991|6241|9787|11065,BIRC5|CDC20|RRM2|DLGAP5|UBE2C,-2.5546549452598324,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.827580407222979,GO:0051443,M1,1,0,GO Biological Processes,19,positive regulation of ubiquitin-protein transferase activity,19_GO:0048518 positive regulation of biological process,-4.827580407222979,62.22739726027398,13.46405756607259,30284,20,73,3,4.109589041095891,2.3234073408566323,991|5347|11065,CDC20|PLK1|UBE2C,-2.52957358293203,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.80713818360502,GO:0051785,M1,1,0,GO Biological Processes,19,positive regulation of nuclear division,19_GO:0048518 positive regulation of biological process,-4.80713818360502,26.764471939902784,9.982373554655592,30284,62,73,4,5.47945205479452,2.6636076335416026,991|9787|11065|51203,CDC20|DLGAP5|UBE2C|NUSAP1,-2.5130264031975953,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.7002302136296725,GO:0045931,M1,1,0,GO Biological Processes,19,positive regulation of mitotic cell cycle,19_GO:0048518 positive regulation of biological process,-4.7002302136296725,15.25181305398872,8.18820384185398,30284,136,73,5,6.8493150684931505,2.9563453696090036,332|991|6241|9787|11065,BIRC5|CDC20|RRM2|DLGAP5|UBE2C,-2.4158374347954386,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.698469397519434,R-HSA-179409,M1,1,0,Reactome Gene Sets,6,APC-Cdc20 mediated degradation of Nek2A,,-4.698469397519434,56.57036114570362,12.816931819465756,30284,22,73,3,4.109589041095891,2.3234073408566323,991|4751|11065,CDC20|NEK2|UBE2C,-2.4158374347954386,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.39026397208236,R-HSA-141424,M1,1,0,Reactome Gene Sets,6,Amplification of signal from the kinetochores,,-4.39026397208236,21.005028611062944,8.751684046149757,30284,79,73,4,5.47945205479452,2.6636076335416026,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-2.144969170775951,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.39026397208236,R-HSA-141444,M1,1,0,Reactome Gene Sets,6,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,,-4.39026397208236,21.005028611062944,8.751684046149757,30284,79,73,4,5.47945205479452,2.6636076335416026,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-2.144969170775951,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.387928428735995,hsa04110,M1,1,0,KEGG Pathway,24,Cell cycle,,-4.387928428735995,13.128142881914341,7.513294983476576,30284,158,73,5,6.8493150684931505,2.9563453696090036,890|991|5347|7042|9232,CCNA2|CDC20|PLK1|TGFB2|PTTG1,-2.144969170775951,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.326642285593933,GO:2001251,M1,1,0,GO Biological Processes,19,negative regulation of chromosome organization,19_GO:0048519 negative regulation of biological process,-4.326642285593933,20.23655195456064,8.57422019122337,30284,82,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-2.0939021928155754,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.042818265592553,GO:0051438,M1,1,0,GO Biological Processes,19,regulation of ubiquitin-protein transferase activity,19_GO:0065007 biological regulation,-4.042818265592553,34.57077625570777,9.907010644958918,30284,36,73,3,4.109589041095891,2.3234073408566323,991|5347|11065,CDC20|PLK1|UBE2C,-1.8517768068980027,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-4.007167102601126,R-HSA-9648025,M1,1,0,Reactome Gene Sets,6,EML4 and NUDC in mitotic spindle formation,,-4.007167102601126,16.761588487615885,7.721475888111995,30284,99,73,4,5.47945205479452,2.6636076335416026,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-1.8221997916187689,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.8764669681467785,R-HSA-2500257,M1,1,0,Reactome Gene Sets,6,Resolution of Sister Chromatid Cohesion,,-3.8764669681467785,15.508385610037125,7.39011633714552,30284,107,73,4,5.47945205479452,2.6636076335416026,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-1.7121141123623413,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.830117311077995,GO:0031398,M1,1,0,GO Biological Processes,19,positive regulation of protein ubiquitination,19_GO:0048518 positive regulation of biological process,-3.830117311077995,15.085429638854295,7.2749217440465905,30284,110,73,4,5.47945205479452,2.6636076335416026,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.6743082288368514,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.7557853285873195,GO:1901800,M1,1,0,GO Biological Processes,19,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.7557853285873195,14.429541393686717,7.092640910234903,30284,115,73,4,5.47945205479452,2.6636076335416026,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-1.6138526498301644,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.7270138335235097,R-HSA-5663220,M1,1,0,Reactome Gene Sets,6,RHO GTPases Activate Formins,,-3.7270138335235097,14.18288256644421,7.022885381925028,30284,117,73,4,5.47945205479452,2.6636076335416026,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-1.5905099064777528,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.694860776593195,R-HSA-174154,M1,1,0,Reactome Gene Sets,6,APC/C:Cdc20 mediated degradation of Securin,,-3.694860776593195,26.479743515010206,8.593161200633276,30284,47,73,3,4.109589041095891,2.3234073408566323,991|9232|11065,CDC20|PTTG1|UBE2C,-1.5637185779195462,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.5891947347168833,R-HSA-174184,M1,1,0,Reactome Gene Sets,6,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,,-3.5891947347168833,24.402900886381953,8.222284263127491,30284,51,73,3,4.109589041095891,2.3234073408566323,890|991|11065,CCNA2|CDC20|UBE2C,-1.4737516362529504,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.51422119332609,GO:0007093,M1,1,0,GO Biological Processes,19,mitotic cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.51422119332609,12.476671129879492,6.520324723748851,30284,133,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-1.4168612070933226,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.51422119332609,GO:1903322,M1,1,0,GO Biological Processes,19,positive regulation of protein modification by small protein conjugation or removal,19_GO:0048518 positive regulation of biological process,-3.51422119332609,12.476671129879492,6.520324723748851,30284,133,73,4,5.47945205479452,2.6636076335416026,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.4168612070933226,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.5018469514437522,GO:1901875,M1,1,0,GO Biological Processes,19,positive regulation of post-translational protein modification,19_GO:0048518 positive regulation of biological process,-3.5018469514437522,12.383561643835616,6.4918015086397665,30284,134,73,4,5.47945205479452,2.6636076335416026,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.4089371506750397,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.4533246772443165,GO:1903052,M1,1,0,GO Biological Processes,19,positive regulation of proteolysis involved in protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.4533246772443165,12.024617828072264,6.380674158956326,30284,138,73,4,5.47945205479452,2.6636076335416026,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-1.365267379270016,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.430651149135521,GO:0051129,M1,1,0,GO Biological Processes,19,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-3.430651149135521,4.546293863764308,4.767671717880172,30284,730,73,8,10.95890410958904,3.6560942399572314,332|857|991|1063|5347|9928|22943|22974,BIRC5|CAV1|CDC20|CENPF|PLK1|KIF14|DKK1|TPX2,-1.3487497433606856,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.430461899242808,GO:0045786,M1,1,0,GO Biological Processes,19,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-3.430461899242808,6.349734414313672,5.240540682424818,30284,392,73,6,8.219178082191782,3.2146132937554075,332|991|1063|4751|5347|51053,BIRC5|CDC20|CENPF|NEK2|PLK1|GMNN,-1.3487497433606856,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.122153129368872,GO:0000075,M1,1,0,GO Biological Processes,19,cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.122153129368872,9.818918699845991,5.651263862685907,30284,169,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-1.0884534937171644,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-3.077860652212001,GO:0010948,M1,1,0,GO Biological Processes,19,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-3.077860652212001,6.8456982684569825,5.027047397546782,30284,303,73,5,6.8493150684931505,2.9563453696090036,332|991|1063|4751|5347,BIRC5|CDC20|CENPF|NEK2|PLK1,-1.0525941840971562,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.999208369321972,GO:0032436,M1,1,0,GO Biological Processes,19,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.999208369321972,15.36478944698123,6.363485526716649,30284,81,73,3,4.109589041095891,2.3234073408566323,991|5347|7018,CDC20|PLK1|TF,-0.9801610215420581,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.925041161502763,GO:1901991,M1,1,0,GO Biological Processes,19,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.925041161502763,8.68794377106792,5.239290355641884,30284,191,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-0.9121251317743472,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.8856209031924194,GO:0010638,M1,1,0,GO Biological Processes,19,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-2.8856209031924194,4.988168117056031,4.415737576527732,30284,499,73,6,8.219178082191782,3.2146132937554075,991|4751|9787|10051|11065|51203,CDC20|NEK2|DLGAP5|SMC4|UBE2C|NUSAP1,-0.8787508339633424,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.851493787751548,GO:0061136,M1,1,0,GO Biological Processes,19,regulation of proteasomal protein catabolic process,19_GO:0050789 regulation of biological process,-2.851493787751548,8.296986301369863,5.089429076751363,30284,200,73,4,5.47945205479452,2.6636076335416026,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.8525562583590522,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.8435482321979464,GO:0031396,M1,1,0,GO Biological Processes,19,regulation of protein ubiquitination,19_GO:0050789 regulation of biological process,-2.8435482321979464,8.255707762557076,5.07335867588872,30284,201,73,4,5.47945205479452,2.6636076335416026,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-0.8465714035709786,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.811567586625611,GO:0010639,M1,1,0,GO Biological Processes,19,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-2.811567586625611,5.960478664777201,4.5750374227197925,30284,348,73,5,6.8493150684931505,2.9563453696090036,332|991|1063|5347|22974,BIRC5|CDC20|CENPF|PLK1|TPX2,-0.824263640741127,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.744072351111294,GO:0045732,M1,1,0,GO Biological Processes,19,positive regulation of protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.744072351111294,7.754192805018563,4.874072157567916,30284,214,73,4,5.47945205479452,2.6636076335416026,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.7662305329245871,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.6720203223404484,hsa05166,M1,1,0,KEGG Pathway,24,Human T-cell leukemia virus 1 infection,,-2.6720203223404484,7.408023483365949,4.731860618293472,30284,224,73,4,5.47945205479452,2.6636076335416026,890|991|7042|9232,CCNA2|CDC20|TGFB2|PTTG1,-0.7016025222329485,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.6635662034723153,GO:2000060,M1,1,0,GO Biological Processes,19,positive regulation of ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.6635662034723153,11.741018350995091,5.445421377986727,30284,106,73,3,4.109589041095891,2.3234073408566323,991|5347|7018,CDC20|PLK1|TF,-0.6968133574512206,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.570426296082685,GO:1903050,M1,1,0,GO Biological Processes,19,regulation of proteolysis involved in protein catabolic process,19_GO:0050789 regulation of biological process,-2.570426296082685,6.943084771020805,4.534225334554075,30284,239,73,4,5.47945205479452,2.6636076335416026,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.6180316001084575,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.5639095598312793,GO:0045930,M1,1,0,GO Biological Processes,19,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-2.5639095598312793,6.914155251141552,4.521658854090013,30284,240,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-0.6144984009033367,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.5381450453781977,GO:1903320,M1,1,0,GO Biological Processes,19,regulation of protein modification by small protein conjugation or removal,19_GO:0050789 regulation of biological process,-2.5381450453781977,6.8008084437457885,4.472103037693375,30284,244,73,4,5.47945205479452,2.6636076335416026,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-0.5910145893963276,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.5066013595949372,GO:1901873,M1,1,0,GO Biological Processes,19,regulation of post-translational protein modification,19_GO:0050789 regulation of biological process,-2.5066013595949372,6.664246025196677,4.411703246137296,30284,249,73,4,5.47945205479452,2.6636076335416026,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-0.5646720972988748,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.4636233644026424,GO:1901988,M1,1,0,GO Biological Processes,19,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.4636233644026424,6.482020547945205,4.329879059709164,30284,256,73,4,5.47945205479452,2.6636076335416026,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-0.5352669092958537,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.4321154209192857,GO:0061982,M1,1,0,GO Biological Processes,19,meiosis I cell cycle process,19_GO:0022414 reproductive process,-2.4321154209192857,9.72303082191781,4.861427937044218,30284,128,73,3,4.109589041095891,2.3234073408566323,991|5347|9232,CDC20|PLK1|PTTG1,-0.508741366331437,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.3946900159076265,GO:0032434,M1,1,0,GO Biological Processes,19,regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-2.3946900159076265,9.428393524283937,4.770369680147117,30284,132,73,3,4.109589041095891,2.3234073408566323,991|5347|7018,CDC20|PLK1|TF,-0.47624184946108694,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.3320744661299773,hsa04114,M1,1,0,KEGG Pathway,24,Oocyte meiosis,,-2.3320744661299773,8.953582339607767,4.619988190165513,30284,139,73,3,4.109589041095891,2.3234073408566323,991|5347|9232,CDC20|PLK1|PTTG1,-0.4233135670865695,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.251538946228319,GO:0045862,M1,1,0,GO Biological Processes,19,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-2.251538946228319,5.644208368278818,3.9334665100643473,30284,294,73,4,5.47945205479452,2.6636076335416026,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.35845825147007343,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.077229662779814,GO:2000058,M1,1,0,GO Biological Processes,19,regulation of ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-2.077229662779814,7.235743867473719,4.031447595002341,30284,172,73,3,4.109589041095891,2.3234073408566323,991|5347|7018,CDC20|PLK1|TF,-0.20811612377846278,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-2.0135497318076494,GO:0030162,M1,1,0,GO Biological Processes,19,regulation of proteolysis,19_GO:0050789 regulation of biological process,-2.0135497318076494,3.8554769058410145,3.2849883296290883,30284,538,73,5,6.8493150684931505,2.9563453696090036,332|857|991|5347|7018,BIRC5|CAV1|CDC20|PLK1|TF,-0.14878642432388622,0,3,0,0,-14.123883100704735,155.56849315068496,
1,-8.683498172511102,GO:0000281,M1,1,0,GO Biological Processes,19,mitotic cytokinesis,19_GO:0009987 cellular process,-8.683498172511102,32.628597814375865,14.68878090670066,30284,89,73,7,9.58904109589041,3.446170001233583,332|1894|5347|51203|54443|55165|128239,BIRC5|ECT2|PLK1|NUSAP1|ANLN|CEP55|IQGAP3,-5.771532133592483,0,4,1,1,-8.683498172511102,32.628597814375865,
1,-7.849511754943322,GO:0061640,M1,1,0,GO Biological Processes,19,cytoskeleton-dependent cytokinesis,19_GO:0009987 cellular process,-7.849511754943322,24.82004449127737,12.689595117869366,30284,117,73,7,9.58904109589041,3.446170001233583,332|1894|5347|51203|54443|55165|128239,BIRC5|ECT2|PLK1|NUSAP1|ANLN|CEP55|IQGAP3,-5.062484452633003,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-7.798281792944931,GO:0000910,M1,1,0,GO Biological Processes,19,cytokinesis,19_GO:0009987 cellular process,-7.798281792944931,24.40290088638195,12.573895223284977,30284,119,73,7,9.58904109589041,3.446170001233583,332|1894|5347|51203|54443|55165|128239,BIRC5|ECT2|PLK1|NUSAP1|ANLN|CEP55|IQGAP3,-5.023153713934319,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-4.894250347546747,R-HSA-8980692,M1,1,0,Reactome Gene Sets,6,RHOA GTPase cycle,,-4.894250347546747,16.72779496243924,8.626633363023464,30284,124,73,5,6.8493150684931505,2.9563453696090036,857|1894|3930|54443|128239,CAV1|ECT2|LBR|ANLN|IQGAP3,-2.579203369878514,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-4.893149395270911,R-HSA-9013026,M1,1,0,Reactome Gene Sets,6,RHOB GTPase cycle,,-4.893149395270911,28.125377292779195,10.251725441808418,30284,59,73,4,5.47945205479452,2.6636076335416026,857|1894|54443|128239,CAV1|ECT2|ANLN|IQGAP3,-2.579203369878514,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-4.86397644116273,R-HSA-9013106,M1,1,0,Reactome Gene Sets,6,RHOC GTPase cycle,,-4.86397644116273,27.656621004566208,10.159751373723982,30284,60,73,4,5.47945205479452,2.6636076335416026,857|3930|54443|128239,CAV1|LBR|ANLN|IQGAP3,-2.5546549452598324,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-4.4165239919942545,R-HSA-9012999,M1,1,0,Reactome Gene Sets,6,RHO GTPase cycle,,-4.4165239919942545,7.601950799684429,6.383107730169932,30284,382,73,7,9.58904109589041,3.446170001233583,857|1894|3930|4001|9928|54443|128239,CAV1|ECT2|LBR|LMNB1|KIF14|ANLN|IQGAP3,-2.159554019591396,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-3.751293910462203,GO:0032506,M1,1,0,GO Biological Processes,19,cytokinetic process,19_GO:0009987 cellular process,-3.751293910462203,27.656621004566215,8.796420249768413,30284,45,73,3,4.109589041095891,2.3234073408566323,54443|55165|128239,ANLN|CEP55|IQGAP3,-1.6120840900405213,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-3.577630505706195,R-HSA-9013148,M1,1,0,Reactome Gene Sets,6,CDC42 GTPase cycle,,-3.577630505706195,12.96404109589041,6.667673749055887,30284,128,73,4,5.47945205479452,2.6636076335416026,857|1894|3930|128239,CAV1|ECT2|LBR|IQGAP3,-1.464749624006862,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-3.2733510187003887,R-HSA-9013149,M1,1,0,Reactome Gene Sets,6,RAC1 GTPase cycle,,-3.2733510187003887,10.775306884895926,5.978187373500905,30284,154,73,4,5.47945205479452,2.6636076335416026,857|1894|3930|128239,CAV1|ECT2|LBR|IQGAP3,-1.215578524630556,0,4,0,0,-8.683498172511102,32.628597814375865,
1,-8.094929190665358,WP2361,M1,1,0,WikiPathways,27,Gastric cancer network 1,,-8.094929190665358,71.52574397732641,18.677830265496485,30284,29,73,5,6.8493150684931505,2.9563453696090036,1063|1894|9585|11065|22974,CENPF|ECT2|KIF20B|UBE2C|TPX2,-5.2334294594609965,0,5,1,1,-8.094929190665358,95.73445732349843,
1,-7.706724284386953,GO:0051302,M1,1,0,GO Biological Processes,19,regulation of cell division,19_GO:0050789 regulation of biological process,-7.706724284386953,17.46733958183129,11.192796594986822,30284,190,73,8,10.95890410958904,3.6560942399572314,332|1894|5347|7042|9585|9928|146909|259266,BIRC5|ECT2|PLK1|TGFB2|KIF20B|KIF14|KIF18B|ASPM,-4.965454472637308,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-5.4602128856943555,GO:0032465,M1,1,0,GO Biological Processes,19,regulation of cytokinesis,19_GO:0050789 regulation of biological process,-5.4602128856943555,21.834174477289114,9.997514983734867,30284,95,73,5,6.8493150684931505,2.9563453696090036,332|1894|5347|9585|9928,BIRC5|ECT2|PLK1|KIF20B|KIF14,-3.0145101739071904,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-5.452819077285243,GO:0051347,M1,1,0,GO Biological Processes,19,positive regulation of transferase activity,19_GO:0065007 biological regulation,-5.452819077285243,10.999792444997924,8.02169108456225,30284,264,73,7,9.58904109589041,3.446170001233583,991|1894|5347|7042|9928|11065|22974,CDC20|ECT2|PLK1|TGFB2|KIF14|UBE2C|TPX2,-3.0125792611995803,0,5,0,0,-8.094929190665358,95.73445732349843,
