Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0007076,mitotic chromosome condensation,19_GO:0009987 cellular process,-5,73,15,30284,17,73,3,4.1,2.3,5347|10051|51203,PLK1|SMC4|NUSAP1,-2.7,MyList
GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-5,6.5,6.5,30284,574,73,9,12,3.8,857|991|1894|4254|5347|7042|9928|11065|22974,CAV1|CDC20|ECT2|KITLG|PLK1|TGFB2|KIF14|UBE2C|TPX2,-2.6,MyList
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-5,7.6,6.8,30284,437,73,8,11,3.7,857|1894|4254|5347|7018|7042|9928|22974,CAV1|ECT2|KITLG|PLK1|TF|TGFB2|KIF14|TPX2,-2.6,MyList
GO Biological Processes,19,GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,19_GO:0048518 positive regulation of biological process,-5,69,14,30284,18,73,3,4.1,2.3,991|9787|11065,CDC20|DLGAP5|UBE2C,-2.6,MyList
GO Biological Processes,19,GO:0051383,kinetochore organization,19_GO:0009987 cellular process,-5,69,14,30284,18,73,3,4.1,2.3,1063|9787|10051,CENPF|DLGAP5|SMC4,-2.6,MyList
WikiPathways,27,WP179,Cell cycle,,-5,17,8.8,30284,120,73,5,6.8,3,890|991|5347|7042|9232,CCNA2|CDC20|PLK1|TGFB2|PTTG1,-2.6,MyList
Reactome Gene Sets,6,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,,-5,29,10,30284,57,73,4,5.5,2.7,890|991|5347|11065,CCNA2|CDC20|PLK1|UBE2C,-2.6,MyList
GO Biological Processes,19,GO:0032147,activation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-5,29,10,30284,57,73,4,5.5,2.7,1894|7042|9928|22974,ECT2|TGFB2|KIF14|TPX2,-2.6,MyList
GO Biological Processes,19,GO:0033047,regulation of mitotic sister chromatid segregation,19_GO:0050789 regulation of biological process,-4.9,29,10,30284,58,73,4,5.5,2.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-2.6,MyList
GO Biological Processes,19,GO:0016567,protein ubiquitination,19_GO:0009987 cellular process,-4.9,6.3,6.4,30284,589,73,9,12,3.8,991|1154|5347|8507|8835|11065|29128|54492|83461,CDC20|CISH|PLK1|ENC1|SOCS2|UBE2C|UHRF1|NEURL1B|CDCA3,-2.6,MyList
GO Biological Processes,19,GO:1904666,regulation of ubiquitin protein ligase activity,19_GO:0065007 biological regulation,-4.9,66,14,30284,19,73,3,4.1,2.3,991|5347|11065,CDC20|PLK1|UBE2C,-2.6,MyList
Reactome Gene Sets,6,R-HSA-8980692,RHOA GTPase cycle,,-4.9,17,8.6,30284,124,73,5,6.8,3,857|1894|3930|54443|128239,CAV1|ECT2|LBR|ANLN|IQGAP3,-2.6,MyList
Reactome Gene Sets,6,R-HSA-9013026,RHOB GTPase cycle,,-4.9,28,10,30284,59,73,4,5.5,2.7,857|1894|54443|128239,CAV1|ECT2|ANLN|IQGAP3,-2.6,MyList
Reactome Gene Sets,6,R-HSA-9013106,RHOC GTPase cycle,,-4.9,28,10,30284,60,73,4,5.5,2.7,857|3930|54443|128239,CAV1|LBR|ANLN|IQGAP3,-2.6,MyList
GO Biological Processes,19,GO:1901989,positive regulation of cell cycle phase transition,19_GO:0048518 positive regulation of biological process,-4.9,16,8.5,30284,126,73,5,6.8,3,332|991|6241|9787|11065,BIRC5|CDC20|RRM2|DLGAP5|UBE2C,-2.6,MyList
GO Biological Processes,19,GO:0007096,regulation of exit from mitosis,19_GO:0050789 regulation of biological process,-4.8,62,13,30284,20,73,3,4.1,2.3,332|11065|54443,BIRC5|UBE2C|ANLN,-2.5,MyList
GO Biological Processes,19,GO:0051443,positive regulation of ubiquitin-protein transferase activity,19_GO:0048518 positive regulation of biological process,-4.8,62,13,30284,20,73,3,4.1,2.3,991|5347|11065,CDC20|PLK1|UBE2C,-2.5,MyList
GO Biological Processes,19,GO:0051785,positive regulation of nuclear division,19_GO:0048518 positive regulation of biological process,-4.8,27,10,30284,62,73,4,5.5,2.7,991|9787|11065|51203,CDC20|DLGAP5|UBE2C|NUSAP1,-2.5,MyList
GO Biological Processes,19,GO:0045931,positive regulation of mitotic cell cycle,19_GO:0048518 positive regulation of biological process,-4.7,15,8.2,30284,136,73,5,6.8,3,332|991|6241|9787|11065,BIRC5|CDC20|RRM2|DLGAP5|UBE2C,-2.4,MyList
GO Biological Processes,19,GO:0051653,spindle localization,19_GO:0051179 localization,-4.7,25,9.7,30284,66,73,4,5.5,2.7,5347|51203|89958|259266,PLK1|NUSAP1|SAPCD2|ASPM,-2.4,MyList
Reactome Gene Sets,6,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,,-4.7,57,13,30284,22,73,3,4.1,2.3,991|4751|11065,CDC20|NEK2|UBE2C,-2.4,MyList
GO Biological Processes,19,GO:0051988,regulation of attachment of spindle microtubules to kinetochore,19_GO:0051179 localization,-4.6,54,13,30284,23,73,3,4.1,2.3,332|1894|4751,BIRC5|ECT2|NEK2,-2.4,MyList
GO Biological Processes,19,GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,19_GO:0048519 negative regulation of biological process,-4.6,54,13,30284,23,73,3,4.1,2.3,857|1154|8835,CAV1|CISH|SOCS2,-2.4,MyList
GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-4.6,6.7,6.3,30284,493,73,8,11,3.7,857|1894|4254|5347|7018|7042|9928|22974,CAV1|ECT2|KITLG|PLK1|TF|TGFB2|KIF14|TPX2,-2.3,MyList
GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-4.6,6.7,6.3,30284,493,73,8,11,3.7,857|1894|4254|5347|7018|7042|9928|22974,CAV1|ECT2|KITLG|PLK1|TF|TGFB2|KIF14|TPX2,-2.3,MyList
GO Biological Processes,19,GO:0032446,protein modification by small protein conjugation,19_GO:0009987 cellular process,-4.5,5.6,5.9,30284,667,73,9,12,3.8,991|1154|5347|8507|8835|11065|29128|54492|83461,CDC20|CISH|PLK1|ENC1|SOCS2|UBE2C|UHRF1|NEURL1B|CDCA3,-2.2,MyList
GO Biological Processes,19,GO:0051321,meiotic cell cycle,19_GO:0022414 reproductive process,-4.4,9.7,6.9,30284,257,73,6,8.2,3.2,991|4751|5347|9232|10051|259266,CDC20|NEK2|PLK1|PTTG1|SMC4|ASPM,-2.2,MyList
Reactome Gene Sets,6,R-HSA-9012999,RHO GTPase cycle,,-4.4,7.6,6.4,30284,382,73,7,9.6,3.4,857|1894|3930|4001|9928|54443|128239,CAV1|ECT2|LBR|LMNB1|KIF14|ANLN|IQGAP3,-2.2,MyList
Reactome Gene Sets,6,R-HSA-69275,G2/M Transition,,-4.4,13,7.5,30284,157,73,5,6.8,3,890|1063|4751|5347|22974,CCNA2|CENPF|NEK2|PLK1|TPX2,-2.1,MyList
Reactome Gene Sets,6,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,,-4.4,21,8.8,30284,79,73,4,5.5,2.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-2.1,MyList
Reactome Gene Sets,6,R-HSA-141424,Amplification of signal from the kinetochores,,-4.4,21,8.8,30284,79,73,4,5.5,2.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-2.1,MyList
KEGG Pathway,24,hsa04110,Cell cycle,,-4.4,13,7.5,30284,158,73,5,6.8,3,890|991|5347|7042|9232,CCNA2|CDC20|PLK1|TGFB2|PTTG1,-2.1,MyList
Reactome Gene Sets,6,R-HSA-453274,Mitotic G2-G2/M phases,,-4.4,13,7.5,30284,159,73,5,6.8,3,890|1063|4751|5347|22974,CCNA2|CENPF|NEK2|PLK1|TPX2,-2.1,MyList
GO Biological Processes,19,GO:0042325,regulation of phosphorylation,19_GO:0050789 regulation of biological process,-4.4,5.4,5.7,30284,694,73,9,12,3.8,857|1894|4254|5347|7018|7042|9928|22943|22974,CAV1|ECT2|KITLG|PLK1|TF|TGFB2|KIF14|DKK1|TPX2,-2.1,MyList
GO Biological Processes,19,GO:2001251,negative regulation of chromosome organization,19_GO:0048519 negative regulation of biological process,-4.3,20,8.6,30284,82,73,4,5.5,2.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-2.1,MyList
Reactome Gene Sets,6,R-HSA-69306,DNA Replication,,-4.2,12,7.2,30284,169,73,5,6.8,3,890|8340|9837|11065|51053,CCNA2|H2BC13|GINS1|UBE2C|GMNN,-2,MyList
WikiPathways,27,WP2363,Gastric cancer network 2,,-4.2,40,11,30284,31,73,3,4.1,2.3,3930|11065|29028,LBR|UBE2C|ATAD2,-2,MyList
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-4.2,7,6.1,30284,414,73,7,9.6,3.4,857|1894|4254|5347|7042|9928|22974,CAV1|ECT2|KITLG|PLK1|TGFB2|KIF14|TPX2,-2,MyList
Reactome Gene Sets,6,R-HSA-5689880,Ub-specific processing proteases,,-4.1,12,7,30284,178,73,5,6.8,3,890|991|8340|8969|440689,CCNA2|CDC20|H2BC13|H2AC11|H2BC18,-1.9,MyList
GO Biological Processes,19,GO:0045132,meiotic chromosome segregation,19_GO:0022414 reproductive process,-4.1,18,8,30284,92,73,4,5.5,2.7,5347|9232|10051|259266,PLK1|PTTG1|SMC4|ASPM,-1.9,MyList
WikiPathways,27,WP1601,Fluoropyrimidine activity,,-4.1,37,10,30284,34,73,3,4.1,2.3,6241|7298|8836,RRM2|TYMS|GGH,-1.9,MyList
GO Biological Processes,19,GO:0006259,DNA metabolic process,19_GO:0009987 cellular process,-4.1,5,5.4,30284,747,73,9,12,3.8,1063|3148|3838|5347|7298|9232|9837|29128|51053,CENPF|HMGB2|KPNA2|PLK1|TYMS|PTTG1|GINS1|UHRF1|GMNN,-1.9,MyList
GO Biological Processes,19,GO:0043085,positive regulation of catalytic activity,19_GO:0065007 biological regulation,-4.1,5.7,5.6,30284,584,73,8,11,3.7,991|1894|5347|7042|9928|11065|22974|29128,CDC20|ECT2|PLK1|TGFB2|KIF14|UBE2C|TPX2|UHRF1,-1.9,MyList
GO Biological Processes,19,GO:1904893,negative regulation of receptor signaling pathway via STAT,19_GO:0048519 negative regulation of biological process,-4.1,36,10,30284,35,73,3,4.1,2.3,857|1154|8835,CAV1|CISH|SOCS2,-1.9,MyList
Reactome Gene Sets,6,R-HSA-69239,Synthesis of DNA,,-4.1,17,7.9,30284,96,73,4,5.5,2.7,890|9837|11065|51053,CCNA2|GINS1|UBE2C|GMNN,-1.9,MyList
GO Biological Processes,19,GO:0051303,establishment of chromosome localization,19_GO:0051179 localization,-4.1,17,7.9,30284,96,73,4,5.5,2.7,332|1063|9928|11004,BIRC5|CENPF|KIF14|KIF2C,-1.9,MyList
GO Biological Processes,19,GO:0040029,epigenetic regulation of gene expression,19_GO:0050789 regulation of biological process,-4.1,8.3,6.2,30284,300,73,6,8.2,3.2,3930|4001|8969|26147|29028|29128,LBR|LMNB1|H2AC11|PHF19|ATAD2|UHRF1,-1.9,MyList
GO Biological Processes,19,GO:0051438,regulation of ubiquitin-protein transferase activity,19_GO:0065007 biological regulation,-4,35,9.9,30284,36,73,3,4.1,2.3,991|5347|11065,CDC20|PLK1|UBE2C,-1.9,MyList
GO Biological Processes,19,GO:0022411,cellular component disassembly,19_GO:0009987 cellular process,-4,8.2,6.2,30284,305,73,6,8.2,3.2,5347|11004|22943|23306|29028|146909,PLK1|KIF2C|DKK1|NEMP1|ATAD2|KIF18B,-1.8,MyList
Reactome Gene Sets,6,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,,-4,17,7.7,30284,99,73,4,5.5,2.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-1.8,MyList
GO Biological Processes,19,GO:0070647,protein modification by small protein conjugation or removal,19_GO:0009987 cellular process,-4,4.8,5.3,30284,777,73,9,12,3.8,991|1154|5347|8507|8835|11065|29128|54492|83461,CDC20|CISH|PLK1|ENC1|SOCS2|UBE2C|UHRF1|NEURL1B|CDCA3,-1.8,MyList
GO Biological Processes,19,GO:1903046,meiotic cell cycle process,19_GO:0022414 reproductive process,-4,11,6.7,30284,194,73,5,6.8,3,991|5347|9232|10051|259266,CDC20|PLK1|PTTG1|SMC4|ASPM,-1.8,MyList
Canonical Pathways,11,M14,PID AURORA B PATHWAY,,-3.9,32,9.5,30284,39,73,3,4.1,2.3,332|10051|11004,BIRC5|SMC4|KIF2C,-1.8,MyList
GO Biological Processes,19,GO:0045814,"negative regulation of gene expression, epigenetic",19_GO:0048519 negative regulation of biological process,-3.9,10,6.6,30284,198,73,5,6.8,3,3930|4001|8969|26147|29128,LBR|LMNB1|H2AC11|PHF19|UHRF1,-1.8,MyList
GO Biological Processes,19,GO:0051338,regulation of transferase activity,19_GO:0065007 biological regulation,-3.9,6.3,5.6,30284,464,73,7,9.6,3.4,991|1894|5347|7042|9928|11065|22974,CDC20|ECT2|PLK1|TGFB2|KIF14|UBE2C|TPX2,-1.7,MyList
Reactome Gene Sets,6,R-HSA-69206,G1/S Transition,,-3.9,16,7.4,30284,107,73,4,5.5,2.7,890|6241|7298|51053,CCNA2|RRM2|TYMS|GMNN,-1.7,MyList
Reactome Gene Sets,6,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,,-3.9,16,7.4,30284,107,73,4,5.5,2.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-1.7,MyList
Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-3.8,15,7.3,30284,109,73,4,5.5,2.7,1356|1462|3485|7018,CP|VCAN|IGFBP2|TF,-1.7,MyList
GO Biological Processes,19,GO:0040001,establishment of mitotic spindle localization,19_GO:0051179 localization,-3.8,30,9.1,30284,42,73,3,4.1,2.3,5347|51203|89958,PLK1|NUSAP1|SAPCD2,-1.7,MyList
GO Biological Processes,19,GO:0031398,positive regulation of protein ubiquitination,19_GO:0048518 positive regulation of biological process,-3.8,15,7.3,30284,110,73,4,5.5,2.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.7,MyList
Reactome Gene Sets,6,R-HSA-9012852,Signaling by NOTCH3,,-3.8,29,9,30284,43,73,3,4.1,2.3,9787|10460|54492,DLGAP5|TACC3|NEURL1B,-1.7,MyList
GO Biological Processes,19,GO:0032570,response to progesterone,19_GO:0050896 response to stimulus,-3.8,29,9,30284,43,73,3,4.1,2.3,857|7042|7298,CAV1|TGFB2|TYMS,-1.7,MyList
GO Biological Processes,19,GO:0001932,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-3.8,5.2,5.2,30284,644,73,8,11,3.7,857|1894|4254|5347|7042|9928|22943|22974,CAV1|ECT2|KITLG|PLK1|TGFB2|KIF14|DKK1|TPX2,-1.6,MyList
GO Biological Processes,19,GO:0060236,regulation of mitotic spindle organization,19_GO:0050789 regulation of biological process,-3.8,28,8.9,30284,44,73,3,4.1,2.3,5347|10460|22974,PLK1|TACC3|TPX2,-1.6,MyList
GO Biological Processes,19,GO:1901800,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.8,14,7.1,30284,115,73,4,5.5,2.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-1.6,MyList
GO Biological Processes,19,GO:0032506,cytokinetic process,19_GO:0009987 cellular process,-3.8,28,8.8,30284,45,73,3,4.1,2.3,54443|55165|128239,ANLN|CEP55|IQGAP3,-1.6,MyList
Reactome Gene Sets,6,R-HSA-5663220,RHO GTPases Activate Formins,,-3.7,14,7,30284,117,73,4,5.5,2.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-1.6,MyList
Reactome Gene Sets,6,R-HSA-9013405,RHOD GTPase cycle,,-3.7,27,8.7,30284,46,73,3,4.1,2.3,857|3930|4001,CAV1|LBR|LMNB1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,,-3.7,26,8.6,30284,47,73,3,4.1,2.3,991|9232|11065,CDC20|PTTG1|UBE2C,-1.6,MyList
Reactome Gene Sets,6,R-HSA-453279,Mitotic G1 phase and G1/S transition,,-3.7,14,6.9,30284,120,73,4,5.5,2.7,890|6241|7298|51053,CCNA2|RRM2|TYMS|GMNN,-1.6,MyList
GO Biological Processes,19,GO:0006334,nucleosome assembly,19_GO:0009987 cellular process,-3.7,14,6.9,30284,120,73,4,5.5,2.7,3009|3148|8340|29028,H1-5|HMGB2|H2BC13|ATAD2,-1.6,MyList
GO Biological Processes,19,GO:0090224,regulation of spindle organization,19_GO:0050789 regulation of biological process,-3.7,26,8.5,30284,48,73,3,4.1,2.3,5347|10460|22974,PLK1|TACC3|TPX2,-1.5,MyList
WikiPathways,27,WP2848,Pluripotent stem cell differentiation pathway,,-3.7,26,8.5,30284,48,73,3,4.1,2.3,4254|7018|22943,KITLG|TF|DKK1,-1.5,MyList
GO Biological Processes,19,GO:0000086,G2/M transition of mitotic cell cycle,19_GO:0009987 cellular process,-3.6,25,8.3,30284,50,73,3,4.1,2.3,332|890|5347,BIRC5|CCNA2|PLK1,-1.5,MyList
Reactome Gene Sets,6,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,,-3.6,24,8.2,30284,51,73,3,4.1,2.3,890|991|11065,CCNA2|CDC20|UBE2C,-1.5,MyList
Reactome Gene Sets,6,R-HSA-9013148,CDC42 GTPase cycle,,-3.6,13,6.7,30284,128,73,4,5.5,2.7,857|1894|3930|128239,CAV1|ECT2|LBR|IQGAP3,-1.5,MyList
Reactome Gene Sets,6,R-HSA-69242,S Phase,,-3.5,13,6.6,30284,131,73,4,5.5,2.7,890|9837|11065|51053,CCNA2|GINS1|UBE2C|GMNN,-1.4,MyList
Reactome Gene Sets,6,R-HSA-5688426,Deubiquitination,,-3.5,8.6,5.8,30284,241,73,5,6.8,3,890|991|8340|8969|440689,CCNA2|CDC20|H2BC13|H2AC11|H2BC18,-1.4,MyList
Reactome Gene Sets,6,R-HSA-983189,Kinesins,,-3.5,23,8,30284,54,73,3,4.1,2.3,9585|11004|146909,KIF20B|KIF2C|KIF18B,-1.4,MyList
Reactome Gene Sets,6,R-HSA-68875,Mitotic Prophase,,-3.5,12,6.5,30284,133,73,4,5.5,2.7,4001|5347|8340|10051,LMNB1|PLK1|H2BC13|SMC4,-1.4,MyList
GO Biological Processes,19,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,19_GO:0048518 positive regulation of biological process,-3.5,12,6.5,30284,133,73,4,5.5,2.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.4,MyList
GO Biological Processes,19,GO:0007093,mitotic cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.5,12,6.5,30284,133,73,4,5.5,2.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-1.4,MyList
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-3.5,5.4,5.1,30284,535,73,7,9.6,3.4,857|3672|7018|7042|9585|11004|146909,CAV1|ITGA1|TF|TGFB2|KIF20B|KIF2C|KIF18B,-1.4,MyList
GO Biological Processes,19,GO:1901875,positive regulation of post-translational protein modification,19_GO:0048518 positive regulation of biological process,-3.5,12,6.5,30284,134,73,4,5.5,2.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.4,MyList
GO Biological Processes,19,GO:0044839,cell cycle G2/M phase transition,19_GO:0009987 cellular process,-3.5,23,7.9,30284,55,73,3,4.1,2.3,332|890|5347,BIRC5|CCNA2|PLK1,-1.4,MyList
GO Biological Processes,19,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.5,12,6.4,30284,138,73,4,5.5,2.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-1.4,MyList
GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-3.4,4.5,4.8,30284,730,73,8,11,3.7,332|857|991|1063|5347|9928|22943|22974,BIRC5|CAV1|CDC20|CENPF|PLK1|KIF14|DKK1|TPX2,-1.3,MyList
GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-3.4,6.3,5.2,30284,392,73,6,8.2,3.2,332|991|1063|4751|5347|51053,BIRC5|CDC20|CENPF|NEK2|PLK1|GMNN,-1.3,MyList
GO Biological Processes,19,GO:0034728,nucleosome organization,19_GO:0009987 cellular process,-3.4,12,6.3,30284,140,73,4,5.5,2.7,3009|3148|8340|29028,H1-5|HMGB2|H2BC13|ATAD2,-1.3,MyList
GO Biological Processes,19,GO:0006998,nuclear envelope organization,19_GO:0009987 cellular process,-3.4,21,7.7,30284,58,73,3,4.1,2.3,4001|5347|23306,LMNB1|PLK1|NEMP1,-1.3,MyList
GO Biological Processes,19,GO:0051293,establishment of spindle localization,19_GO:0051179 localization,-3.4,20,7.5,30284,61,73,3,4.1,2.3,5347|51203|89958,PLK1|NUSAP1|SAPCD2,-1.3,MyList
GO Biological Processes,19,GO:0008584,male gonad development,19_GO:0022414 reproductive process,-3.3,11,6.1,30284,148,73,4,5.5,2.7,3148|4254|7042|259266,HMGB2|KITLG|TGFB2|ASPM,-1.3,MyList
Reactome Gene Sets,6,R-HSA-8854518,AURKA Activation by TPX2,,-3.3,20,7.4,30284,62,73,3,4.1,2.3,4751|5347|22974,NEK2|PLK1|TPX2,-1.3,MyList
GO Biological Processes,19,GO:0031109,microtubule polymerization or depolymerization,19_GO:0009987 cellular process,-3.3,20,7.4,30284,62,73,3,4.1,2.3,11004|22974|146909,KIF2C|TPX2|KIF18B,-1.3,MyList
GO Biological Processes,19,GO:0090090,negative regulation of canonical Wnt signaling pathway,19_GO:0048519 negative regulation of biological process,-3.3,11,6.1,30284,149,73,4,5.5,2.7,857|3485|22943|27122,CAV1|IGFBP2|DKK1|DKK3,-1.3,MyList
GO Biological Processes,19,GO:0046546,development of primary male sexual characteristics,19_GO:0022414 reproductive process,-3.3,11,6.1,30284,149,73,4,5.5,2.7,3148|4254|7042|259266,HMGB2|KITLG|TGFB2|ASPM,-1.3,MyList
GO Biological Processes,19,GO:0031507,heterochromatin formation,19_GO:0048519 negative regulation of biological process,-3.3,11,6,30284,152,73,4,5.5,2.7,3930|4001|8969|29128,LBR|LMNB1|H2AC11|UHRF1,-1.2,MyList
GO Biological Processes,19,GO:0006997,nucleus organization,19_GO:0009987 cellular process,-3.3,11,6,30284,152,73,4,5.5,2.7,3148|4001|5347|23306,HMGB2|LMNB1|PLK1|NEMP1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-9013149,RAC1 GTPase cycle,,-3.3,11,6,30284,154,73,4,5.5,2.7,857|1894|3930|128239,CAV1|ECT2|LBR|IQGAP3,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2559583,Cellular Senescence,,-3.3,11,6,30284,155,73,4,5.5,2.7,890|4001|8340|11065,CCNA2|LMNB1|H2BC13|UBE2C,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,,-3.3,19,7.1,30284,66,73,3,4.1,2.3,890|4001|8340,CCNA2|LMNB1|H2BC13,-1.2,MyList
GO Biological Processes,19,GO:0060828,regulation of canonical Wnt signaling pathway,19_GO:0050896 response to stimulus,-3.3,7.5,5.3,30284,277,73,5,6.8,3,857|3485|22943|27122|259266,CAV1|IGFBP2|DKK1|DKK3|ASPM,-1.2,MyList
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-3.2,5.8,4.9,30284,428,73,6,8.2,3.2,857|7042|7298|8835|27122|128239,CAV1|TGFB2|TYMS|SOCS2|DKK3|IQGAP3,-1.2,MyList
Reactome Gene Sets,6,R-HSA-69052,Switching of origins to a post-replicative state,,-3.2,18,7,30284,68,73,3,4.1,2.3,890|11065|51053,CCNA2|UBE2C|GMNN,-1.2,MyList
GO Biological Processes,19,GO:0048545,response to steroid hormone,19_GO:0050896 response to stimulus,-3.2,7.3,5.2,30284,284,73,5,6.8,3,857|3148|3485|7042|7298,CAV1|HMGB2|IGFBP2|TGFB2|TYMS,-1.2,MyList
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-3.2,4.8,4.6,30284,608,73,7,9.6,3.4,7018|7042|11004|22974|128239|146909|283431,TF|TGFB2|KIF2C|TPX2|IQGAP3|KIF18B|GAS2L3,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2299718,Condensation of Prophase Chromosomes,,-3.2,18,6.9,30284,71,73,3,4.1,2.3,5347|8340|10051,PLK1|H2BC13|SMC4,-1.1,MyList
GO Biological Processes,19,GO:0006879,intracellular iron ion homeostasis,19_GO:0042592 homeostatic process,-3.1,17,6.7,30284,73,73,3,4.1,2.3,1356|7018|654483,CP|TF|BOLA2B,-1.1,MyList
Canonical Pathways,11,M40,PID E2F PATHWAY,,-3.1,17,6.7,30284,73,73,3,4.1,2.3,890|6241|7298,CCNA2|RRM2|TYMS,-1.1,MyList
GO Biological Processes,19,GO:0000075,cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.1,9.8,5.7,30284,169,73,4,5.5,2.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-1.1,MyList
GO Biological Processes,19,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,19_GO:0050896 response to stimulus,-3.1,17,6.7,30284,74,73,3,4.1,2.3,857|1154|8835,CAV1|CISH|SOCS2,-1.1,MyList
GO Biological Processes,19,GO:0046661,male sex differentiation,19_GO:0022414 reproductive process,-3.1,9.6,5.6,30284,172,73,4,5.5,2.7,3148|4254|7042|259266,HMGB2|KITLG|TGFB2|ASPM,-1.1,MyList
GO Biological Processes,19,GO:0140013,meiotic nuclear division,19_GO:0022414 reproductive process,-3.1,9.6,5.6,30284,173,73,4,5.5,2.7,5347|9232|10051|259266,PLK1|PTTG1|SMC4|ASPM,-1.1,MyList
GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-3.1,6.8,5,30284,303,73,5,6.8,3,332|991|1063|4751|5347,BIRC5|CDC20|CENPF|NEK2|PLK1,-1.1,MyList
GO Biological Processes,19,GO:0007265,Ras protein signal transduction,19_GO:0050896 response to stimulus,-3,16,6.5,30284,78,73,3,4.1,2.3,890|4254|128239,CCNA2|KITLG|IQGAP3,-1,MyList
GO Biological Processes,19,GO:0030178,negative regulation of Wnt signaling pathway,19_GO:0048519 negative regulation of biological process,-3,9.2,5.4,30284,181,73,4,5.5,2.7,857|3485|22943|27122,CAV1|IGFBP2|DKK1|DKK3,-0.99,MyList
GO Biological Processes,19,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-3,15,6.4,30284,81,73,3,4.1,2.3,991|5347|7018,CDC20|PLK1|TF,-0.98,MyList
GO Biological Processes,19,GO:0051310,metaphase chromosome alignment,19_GO:0051179 localization,-3,15,6.3,30284,83,73,3,4.1,2.3,1063|9928|11004,CENPF|KIF14|KIF2C,-0.95,MyList
Reactome Gene Sets,6,R-HSA-3214815,HDACs deacetylate histones,,-2.9,15,6.2,30284,85,73,3,4.1,2.3,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.92,MyList
