Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-9013026,RHOB GTPase cycle,,-5.5,39,12,30284,59,52,4,7.7,3.7,857|1894|54443|128239,CAV1|ECT2|ANLN|IQGAP3,-3.5
MyList,Reactome Gene Sets,6,R-HSA-9013106,RHOC GTPase cycle,,-5.5,39,12,30284,60,52,4,7.7,3.7,857|3930|54443|128239,CAV1|LBR|ANLN|IQGAP3,-3.4
MyList,GO Biological Processes,19,GO:0045931,positive regulation of mitotic cell cycle,19_GO:0048518 positive regulation of biological process,-5.4,21,9.9,30284,136,52,5,9.6,4.1,332|991|6241|9787|11065,BIRC5|CDC20|RRM2|DLGAP5|UBE2C,-3.4
MyList,GO Biological Processes,19,GO:0051383,kinetochore organization,19_GO:0009987 cellular process,-5.4,97,17,30284,18,52,3,5.8,3.2,1063|9787|10051,CENPF|DLGAP5|SMC4,-3.4
MyList,GO Biological Processes,19,GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,19_GO:0048518 positive regulation of biological process,-5.4,97,17,30284,18,52,3,5.8,3.2,991|9787|11065,CDC20|DLGAP5|UBE2C,-3.4
MyList,Reactome Gene Sets,6,R-HSA-9012999,RHO GTPase cycle,,-5.4,11,7.9,30284,382,52,7,13,4.7,857|1894|3930|4001|9928|54443|128239,CAV1|ECT2|LBR|LMNB1|KIF14|ANLN|IQGAP3,-3.4
MyList,GO Biological Processes,19,GO:0051785,positive regulation of nuclear division,19_GO:0048518 positive regulation of biological process,-5.4,38,12,30284,62,52,4,7.7,3.7,991|9787|11065|51203,CDC20|DLGAP5|UBE2C|NUSAP1,-3.4
MyList,GO Biological Processes,19,GO:0071824,protein-DNA complex organization,19_GO:0009987 cellular process,-5.4,14,8.5,30284,250,52,6,12,4.4,1063|3009|3148|8340|9787|51053,CENPF|H1-5|HMGB2|H2BC13|DLGAP5|GMNN,-3.4
MyList,GO Biological Processes,19,GO:1904666,regulation of ubiquitin protein ligase activity,19_GO:0065007 biological regulation,-5.3,92,16,30284,19,52,3,5.8,3.2,991|5347|11065,CDC20|PLK1|UBE2C,-3.3
MyList,GO Biological Processes,19,GO:0051321,meiotic cell cycle,19_GO:0022414 reproductive process,-5.3,14,8.4,30284,257,52,6,12,4.4,991|4751|5347|9232|10051|259266,CDC20|NEK2|PLK1|PTTG1|SMC4|ASPM,-3.3
MyList,GO Biological Processes,19,GO:0051443,positive regulation of ubiquitin-protein transferase activity,19_GO:0048518 positive regulation of biological process,-5.3,87,16,30284,20,52,3,5.8,3.2,991|5347|11065,CDC20|PLK1|UBE2C,-3.3
MyList,GO Biological Processes,19,GO:0007096,regulation of exit from mitosis,19_GO:0050789 regulation of biological process,-5.3,87,16,30284,20,52,3,5.8,3.2,332|11065|54443,BIRC5|UBE2C|ANLN,-3.3
MyList,GO Biological Processes,19,GO:0051347,positive regulation of transferase activity,19_GO:0065007 biological regulation,-5.2,13,8.3,30284,264,52,6,12,4.4,991|1894|5347|9928|11065|22974,CDC20|ECT2|PLK1|KIF14|UBE2C|TPX2,-3.2
MyList,Reactome Gene Sets,6,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,,-5.1,79,15,30284,22,52,3,5.8,3.2,991|4751|11065,CDC20|NEK2|UBE2C,-3.2
MyList,Reactome Gene Sets,6,R-HSA-69275,G2/M Transition,,-5.1,19,9.1,30284,157,52,5,9.6,4.1,890|1063|4751|5347|22974,CCNA2|CENPF|NEK2|PLK1|TPX2,-3.2
MyList,Reactome Gene Sets,6,R-HSA-453274,Mitotic G2-G2/M phases,,-5.1,18,9.1,30284,159,52,5,9.6,4.1,890|1063|4751|5347|22974,CCNA2|CENPF|NEK2|PLK1|TPX2,-3.1
MyList,GO Biological Processes,19,GO:0051988,regulation of attachment of spindle microtubules to kinetochore,19_GO:0051179 localization,-5.1,76,15,30284,23,52,3,5.8,3.2,332|1894|4751,BIRC5|ECT2|NEK2,-3.1
MyList,GO Biological Processes,19,GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,19_GO:0048519 negative regulation of biological process,-5.1,76,15,30284,23,52,3,5.8,3.2,857|1154|8835,CAV1|CISH|SOCS2,-3.1
MyList,Reactome Gene Sets,6,R-HSA-141424,Amplification of signal from the kinetochores,,-5,29,11,30284,79,52,4,7.7,3.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-3
MyList,Reactome Gene Sets,6,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,,-5,29,11,30284,79,52,4,7.7,3.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-3
MyList,GO Biological Processes,19,GO:2001251,negative regulation of chromosome organization,19_GO:0048519 negative regulation of biological process,-4.9,28,10,30284,82,52,4,7.7,3.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-3
MyList,Reactome Gene Sets,6,R-HSA-5689880,Ub-specific processing proteases,,-4.9,16,8.5,30284,178,52,5,9.6,4.1,890|991|8340|8969|440689,CCNA2|CDC20|H2BC13|H2AC11|H2BC18,-2.9
MyList,GO Biological Processes,19,GO:0045132,meiotic chromosome segregation,19_GO:0022414 reproductive process,-4.7,25,9.7,30284,92,52,4,7.7,3.7,5347|9232|10051|259266,PLK1|PTTG1|SMC4|ASPM,-2.8
MyList,GO Biological Processes,19,GO:1903046,meiotic cell cycle process,19_GO:0022414 reproductive process,-4.7,15,8.1,30284,194,52,5,9.6,4.1,991|5347|9232|10051|259266,CDC20|PLK1|PTTG1|SMC4|ASPM,-2.8
MyList,GO Biological Processes,19,GO:0051303,establishment of chromosome localization,19_GO:0051179 localization,-4.6,24,9.5,30284,96,52,4,7.7,3.7,332|1063|9928|11004,BIRC5|CENPF|KIF14|KIF2C,-2.7
MyList,GO Biological Processes,19,GO:0045814,"negative regulation of gene expression, epigenetic",19_GO:0048519 negative regulation of biological process,-4.6,15,8,30284,198,52,5,9.6,4.1,3930|4001|8969|26147|29128,LBR|LMNB1|H2AC11|PHF19|UHRF1,-2.7
MyList,Reactome Gene Sets,6,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,,-4.6,24,9.3,30284,99,52,4,7.7,3.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-2.7
MyList,GO Biological Processes,19,GO:0051781,positive regulation of cell division,19_GO:0048518 positive regulation of biological process,-4.6,24,9.3,30284,99,52,4,7.7,3.7,332|1894|9585|9928,BIRC5|ECT2|KIF20B|KIF14,-2.7
MyList,WikiPathways,27,WP1601,Fluoropyrimidine activity,,-4.6,51,12,30284,34,52,3,5.8,3.2,6241|7298|8836,RRM2|TYMS|GGH,-2.7
MyList,GO Biological Processes,19,GO:1904893,negative regulation of receptor signaling pathway via STAT,19_GO:0048519 negative regulation of biological process,-4.5,50,12,30284,35,52,3,5.8,3.2,857|1154|8835,CAV1|CISH|SOCS2,-2.6
MyList,GO Biological Processes,19,GO:0051438,regulation of ubiquitin-protein transferase activity,19_GO:0065007 biological regulation,-4.5,49,12,30284,36,52,3,5.8,3.2,991|5347|11065,CDC20|PLK1|UBE2C,-2.6
MyList,Reactome Gene Sets,6,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,,-4.5,22,8.9,30284,107,52,4,7.7,3.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-2.6
MyList,Reactome Gene Sets,6,R-HSA-69206,G1/S Transition,,-4.5,22,8.9,30284,107,52,4,7.7,3.7,890|6241|7298|51053,CCNA2|RRM2|TYMS|GMNN,-2.6
MyList,GO Biological Processes,19,GO:0006259,DNA metabolic process,19_GO:0009987 cellular process,-4.4,6.2,6,30284,747,52,8,15,5,1063|3148|3838|5347|7298|9232|29128|51053,CENPF|HMGB2|KPNA2|PLK1|TYMS|PTTG1|UHRF1|GMNN,-2.5
MyList,GO Biological Processes,19,GO:0031398,positive regulation of protein ubiquitination,19_GO:0048518 positive regulation of biological process,-4.4,21,8.8,30284,110,52,4,7.7,3.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-2.5
MyList,Canonical Pathways,11,M14,PID AURORA B PATHWAY,,-4.4,45,11,30284,39,52,3,5.8,3.2,332|10051|11004,BIRC5|SMC4|KIF2C,-2.5
MyList,GO Biological Processes,19,GO:1901800,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-4.3,20,8.6,30284,115,52,4,7.7,3.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-2.5
MyList,Reactome Gene Sets,6,R-HSA-5663220,RHO GTPases Activate Formins,,-4.3,20,8.5,30284,117,52,4,7.7,3.7,991|1063|5347|11004,CDC20|CENPF|PLK1|KIF2C,-2.4
MyList,GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-4.3,7.1,6.1,30284,574,52,7,13,4.7,857|991|1894|5347|9928|11065|22974,CAV1|CDC20|ECT2|PLK1|KIF14|UBE2C|TPX2,-2.4
MyList,Reactome Gene Sets,6,R-HSA-453279,Mitotic G1 phase and G1/S transition,,-4.3,19,8.4,30284,120,52,4,7.7,3.7,890|6241|7298|51053,CCNA2|RRM2|TYMS|GMNN,-2.4
MyList,WikiPathways,27,WP179,Cell cycle,,-4.3,19,8.4,30284,120,52,4,7.7,3.7,890|991|5347|9232,CCNA2|CDC20|PLK1|PTTG1,-2.4
MyList,GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-4.3,8.9,6.5,30284,392,52,6,12,4.4,332|991|1063|4751|5347|51053,BIRC5|CDC20|CENPF|NEK2|PLK1|GMNN,-2.4
MyList,Reactome Gene Sets,6,R-HSA-5688426,Deubiquitination,,-4.2,12,7.2,30284,241,52,5,9.6,4.1,890|991|8340|8969|440689,CCNA2|CDC20|H2BC13|H2AC11|H2BC18,-2.4
MyList,GO Biological Processes,19,GO:0060236,regulation of mitotic spindle organization,19_GO:0050789 regulation of biological process,-4.2,40,11,30284,44,52,3,5.8,3.2,5347|10460|22974,PLK1|TACC3|TPX2,-2.4
MyList,GO Biological Processes,19,GO:0043085,positive regulation of catalytic activity,19_GO:0065007 biological regulation,-4.2,7,6.1,30284,584,52,7,13,4.7,991|1894|5347|9928|11065|22974|29128,CDC20|ECT2|PLK1|KIF14|UBE2C|TPX2|UHRF1,-2.4
MyList,GO Biological Processes,19,GO:0016567,protein ubiquitination,19_GO:0009987 cellular process,-4.2,6.9,6,30284,589,52,7,13,4.7,991|1154|5347|8835|11065|29128|83461,CDC20|CISH|PLK1|SOCS2|UBE2C|UHRF1|CDCA3,-2.4
MyList,GO Biological Processes,19,GO:0032506,cytokinetic process,19_GO:0009987 cellular process,-4.2,39,11,30284,45,52,3,5.8,3.2,54443|55165|128239,ANLN|CEP55|IQGAP3,-2.4
MyList,Reactome Gene Sets,6,R-HSA-9013405,RHOD GTPase cycle,,-4.2,38,10,30284,46,52,3,5.8,3.2,857|3930|4001,CAV1|LBR|LMNB1,-2.3
MyList,Reactome Gene Sets,6,R-HSA-9013148,CDC42 GTPase cycle,,-4.2,18,8.1,30284,128,52,4,7.7,3.7,857|1894|3930|128239,CAV1|ECT2|LBR|IQGAP3,-2.3
MyList,Reactome Gene Sets,6,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,,-4.1,37,10,30284,47,52,3,5.8,3.2,991|9232|11065,CDC20|PTTG1|UBE2C,-2.3
MyList,GO Biological Processes,19,GO:0090224,regulation of spindle organization,19_GO:0050789 regulation of biological process,-4.1,36,10,30284,48,52,3,5.8,3.2,5347|10460|22974,PLK1|TACC3|TPX2,-2.3
MyList,GO Biological Processes,19,GO:0007093,mitotic cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-4.1,18,7.9,30284,133,52,4,7.7,3.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-2.3
MyList,Reactome Gene Sets,6,R-HSA-68875,Mitotic Prophase,,-4.1,18,7.9,30284,133,52,4,7.7,3.7,4001|5347|8340|10051,LMNB1|PLK1|H2BC13|SMC4,-2.3
MyList,GO Biological Processes,19,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,19_GO:0048518 positive regulation of biological process,-4.1,18,7.9,30284,133,52,4,7.7,3.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-2.3
MyList,GO Biological Processes,19,GO:1901875,positive regulation of post-translational protein modification,19_GO:0048518 positive regulation of biological process,-4.1,17,7.9,30284,134,52,4,7.7,3.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-2.3
MyList,GO Biological Processes,19,GO:0000086,G2/M transition of mitotic cell cycle,19_GO:0009987 cellular process,-4.1,35,10,30284,50,52,3,5.8,3.2,332|890|5347,BIRC5|CCNA2|PLK1,-2.2
MyList,Reactome Gene Sets,6,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,,-4,34,9.9,30284,51,52,3,5.8,3.2,890|991|11065,CCNA2|CDC20|UBE2C,-2.2
MyList,GO Biological Processes,19,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,19_GO:0048518 positive regulation of biological process,-4,17,7.8,30284,138,52,4,7.7,3.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-2.2
MyList,GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-4,8,6.1,30284,437,52,6,12,4.4,857|1894|5347|7018|9928|22974,CAV1|ECT2|PLK1|TF|KIF14|TPX2,-2.2
MyList,Reactome Gene Sets,6,R-HSA-983189,Kinesins,,-4,32,9.6,30284,54,52,3,5.8,3.2,9585|11004|146909,KIF20B|KIF2C|KIF18B,-2.1
MyList,GO Biological Processes,19,GO:0044839,cell cycle G2/M phase transition,19_GO:0009987 cellular process,-3.9,32,9.5,30284,55,52,3,5.8,3.2,332|890|5347,BIRC5|CCNA2|PLK1,-2.1
MyList,GO Biological Processes,19,GO:0032147,activation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-3.9,31,9.3,30284,57,52,3,5.8,3.2,1894|9928|22974,ECT2|KIF14|TPX2,-2.1
MyList,GO Biological Processes,19,GO:0006997,nucleus organization,19_GO:0009987 cellular process,-3.9,15,7.3,30284,152,52,4,7.7,3.7,3148|4001|5347|23306,HMGB2|LMNB1|PLK1|NEMP1,-2.1
MyList,GO Biological Processes,19,GO:0031507,heterochromatin formation,19_GO:0048519 negative regulation of biological process,-3.9,15,7.3,30284,152,52,4,7.7,3.7,3930|4001|8969|29128,LBR|LMNB1|H2AC11|UHRF1,-2.1
MyList,GO Biological Processes,19,GO:0006998,nuclear envelope organization,19_GO:0009987 cellular process,-3.9,30,9.2,30284,58,52,3,5.8,3.2,4001|5347|23306,LMNB1|PLK1|NEMP1,-2.1
MyList,GO Biological Processes,19,GO:0032446,protein modification by small protein conjugation,19_GO:0009987 cellular process,-3.9,6.1,5.5,30284,667,52,7,13,4.7,991|1154|5347|8835|11065|29128|83461,CDC20|CISH|PLK1|SOCS2|UBE2C|UHRF1|CDCA3,-2.1
MyList,GO Biological Processes,19,GO:0051338,regulation of transferase activity,19_GO:0065007 biological regulation,-3.9,7.5,5.9,30284,464,52,6,12,4.4,991|1894|5347|9928|11065|22974,CDC20|ECT2|PLK1|KIF14|UBE2C|TPX2,-2.1
MyList,Reactome Gene Sets,6,R-HSA-9013149,RAC1 GTPase cycle,,-3.8,15,7.3,30284,154,52,4,7.7,3.7,857|1894|3930|128239,CAV1|ECT2|LBR|IQGAP3,-2
MyList,Reactome Gene Sets,6,R-HSA-2559583,Cellular Senescence,,-3.8,15,7.3,30284,155,52,4,7.7,3.7,890|4001|8340|11065,CCNA2|LMNB1|H2BC13|UBE2C,-2
MyList,KEGG Pathway,24,hsa04110,Cell cycle,,-3.8,15,7.2,30284,158,52,4,7.7,3.7,890|991|5347|9232,CCNA2|CDC20|PLK1|PTTG1,-2
MyList,GO Biological Processes,19,GO:0040029,epigenetic regulation of gene expression,19_GO:0050789 regulation of biological process,-3.8,9.7,6.3,30284,300,52,5,9.6,4.1,3930|4001|8969|26147|29128,LBR|LMNB1|H2AC11|PHF19|UHRF1,-2
MyList,Reactome Gene Sets,6,R-HSA-8854518,AURKA Activation by TPX2,,-3.8,28,8.9,30284,62,52,3,5.8,3.2,4751|5347|22974,NEK2|PLK1|TPX2,-2
MyList,GO Biological Processes,19,GO:0031109,microtubule polymerization or depolymerization,19_GO:0009987 cellular process,-3.8,28,8.9,30284,62,52,3,5.8,3.2,11004|22974|146909,KIF2C|TPX2|KIF18B,-2
MyList,GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-3.8,9.6,6.2,30284,303,52,5,9.6,4.1,332|991|1063|4751|5347,BIRC5|CDC20|CENPF|NEK2|PLK1,-2
MyList,GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-3.7,7.1,5.7,30284,493,52,6,12,4.4,857|1894|5347|7018|9928|22974,CAV1|ECT2|PLK1|TF|KIF14|TPX2,-1.9
MyList,GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-3.7,7.1,5.7,30284,493,52,6,12,4.4,857|1894|5347|7018|9928|22974,CAV1|ECT2|PLK1|TF|KIF14|TPX2,-1.9
MyList,Reactome Gene Sets,6,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,,-3.7,26,8.6,30284,66,52,3,5.8,3.2,890|4001|8340,CCNA2|LMNB1|H2BC13,-1.9
MyList,GO Biological Processes,19,GO:0051653,spindle localization,19_GO:0051179 localization,-3.7,26,8.6,30284,66,52,3,5.8,3.2,5347|51203|259266,PLK1|NUSAP1|ASPM,-1.9
MyList,GO Biological Processes,19,GO:0000075,cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.7,14,6.9,30284,169,52,4,7.7,3.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-1.9
MyList,Reactome Gene Sets,6,R-HSA-69306,DNA Replication,,-3.7,14,6.9,30284,169,52,4,7.7,3.7,890|8340|11065|51053,CCNA2|H2BC13|UBE2C|GMNN,-1.9
MyList,GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-3.7,7,5.6,30284,499,52,6,12,4.4,991|4751|9787|10051|11065|51203,CDC20|NEK2|DLGAP5|SMC4|UBE2C|NUSAP1,-1.9
MyList,Reactome Gene Sets,6,R-HSA-69052,Switching of origins to a post-replicative state,,-3.7,26,8.5,30284,68,52,3,5.8,3.2,890|11065|51053,CCNA2|UBE2C|GMNN,-1.9
MyList,GO Biological Processes,19,GO:0051052,regulation of DNA metabolic process,19_GO:0050789 regulation of biological process,-3.7,6.9,5.6,30284,505,52,6,12,4.4,890|3009|3838|4751|5347|51053,CCNA2|H1-5|KPNA2|NEK2|PLK1|GMNN,-1.9
MyList,GO Biological Processes,19,GO:0140013,meiotic nuclear division,19_GO:0022414 reproductive process,-3.6,13,6.8,30284,173,52,4,7.7,3.7,5347|9232|10051|259266,PLK1|PTTG1|SMC4|ASPM,-1.9
MyList,GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-3.6,5.6,5.2,30284,730,52,7,13,4.7,332|857|991|1063|5347|9928|22974,BIRC5|CAV1|CDC20|CENPF|PLK1|KIF14|TPX2,-1.8
MyList,Reactome Gene Sets,6,R-HSA-2299718,Condensation of Prophase Chromosomes,,-3.6,25,8.3,30284,71,52,3,5.8,3.2,5347|8340|10051,PLK1|H2BC13|SMC4,-1.8
MyList,Canonical Pathways,11,M40,PID E2F PATHWAY,,-3.6,24,8.1,30284,73,52,3,5.8,3.2,890|6241|7298,CCNA2|RRM2|TYMS,-1.8
MyList,GO Biological Processes,19,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,19_GO:0050896 response to stimulus,-3.5,24,8.1,30284,74,52,3,5.8,3.2,857|1154|8835,CAV1|CISH|SOCS2,-1.8
MyList,Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-3.5,6.5,5.4,30284,535,52,6,12,4.4,857|3672|7018|9585|11004|146909,CAV1|ITGA1|TF|KIF20B|KIF2C|KIF18B,-1.8
MyList,GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-3.5,8.4,5.7,30284,348,52,5,9.6,4.1,332|991|1063|5347|22974,BIRC5|CDC20|CENPF|PLK1|TPX2,-1.7
MyList,GO Biological Processes,19,GO:1901991,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-3.5,12,6.4,30284,191,52,4,7.7,3.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-1.7
MyList,GO Biological Processes,19,GO:0070647,protein modification by small protein conjugation or removal,19_GO:0009987 cellular process,-3.5,5.2,5,30284,777,52,7,13,4.7,991|1154|5347|8835|11065|29128|83461,CDC20|CISH|PLK1|SOCS2|UBE2C|UHRF1|CDCA3,-1.7
MyList,KEGG Pathway,24,hsa04814,Motor proteins,,-3.4,12,6.3,30284,197,52,4,7.7,3.7,9585|9928|11004|146909,KIF20B|KIF14|KIF2C|KIF18B,-1.7
MyList,GO Biological Processes,19,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.4,22,7.7,30284,81,52,3,5.8,3.2,991|5347|7018,CDC20|PLK1|TF,-1.7
MyList,GO Biological Processes,19,GO:0061136,regulation of proteasomal protein catabolic process,19_GO:0050789 regulation of biological process,-3.4,12,6.3,30284,200,52,4,7.7,3.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-1.7
MyList,GO Biological Processes,19,GO:0031396,regulation of protein ubiquitination,19_GO:0050789 regulation of biological process,-3.4,12,6.2,30284,201,52,4,7.7,3.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.7
MyList,GO Biological Processes,19,GO:0051310,metaphase chromosome alignment,19_GO:0051179 localization,-3.4,21,7.6,30284,83,52,3,5.8,3.2,1063|9928|11004,CENPF|KIF14|KIF2C,-1.7
MyList,Reactome Gene Sets,6,R-HSA-3214815,HDACs deacetylate histones,,-3.4,21,7.5,30284,85,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-1.6
MyList,KEGG Pathway,24,hsa05203,Viral carcinogenesis,,-3.4,11,6.2,30284,205,52,4,7.7,3.7,890|991|8340|440689,CCNA2|CDC20|H2BC13|H2BC18,-1.6
MyList,GO Biological Processes,19,GO:0045732,positive regulation of protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.3,11,6,30284,214,52,4,7.7,3.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-1.6
MyList,Reactome Gene Sets,6,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,,-3.3,19,7.1,30284,93,52,3,5.8,3.2,9585|11004|146909,KIF20B|KIF2C|KIF18B,-1.5
MyList,GO Biological Processes,19,GO:1904892,regulation of receptor signaling pathway via STAT,19_GO:0050896 response to stimulus,-3.3,19,7.1,30284,93,52,3,5.8,3.2,857|1154|8835,CAV1|CISH|SOCS2,-1.5
MyList,GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-3.2,5.7,4.9,30284,608,52,6,12,4.4,7018|11004|22974|128239|146909|283431,TF|KIF2C|TPX2|IQGAP3|KIF18B|GAS2L3,-1.5
MyList,Reactome Gene Sets,6,R-HSA-69239,Synthesis of DNA,,-3.2,18,7,30284,96,52,3,5.8,3.2,890|11065|51053,CCNA2|UBE2C|GMNN,-1.5
MyList,Reactome Gene Sets,6,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),,-3.2,17,6.8,30284,101,52,3,5.8,3.2,890|8340|11065,CCNA2|H2BC13|UBE2C,-1.4
MyList,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-3.1,7,5.1,30284,414,52,5,9.6,4.1,857|1894|5347|9928|22974,CAV1|ECT2|PLK1|KIF14|TPX2,-1.4
MyList,GO Biological Processes,19,GO:1903050,regulation of proteolysis involved in protein catabolic process,19_GO:0050789 regulation of biological process,-3.1,9.7,5.6,30284,239,52,4,7.7,3.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-1.4
MyList,GO Biological Processes,19,GO:0045930,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.1,9.7,5.6,30284,240,52,4,7.7,3.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-1.4
MyList,GO Biological Processes,19,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.1,16,6.6,30284,106,52,3,5.8,3.2,991|5347|7018,CDC20|PLK1|TF,-1.4
MyList,Reactome Gene Sets,6,R-HSA-9610379,HCMV Late Events,,-3.1,16,6.6,30284,106,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-1.4
MyList,GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0050789 regulation of biological process,-3.1,9.5,5.6,30284,244,52,4,7.7,3.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.4
MyList,GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-3.1,6.8,5,30284,428,52,5,9.6,4.1,857|7298|8835|27122|128239,CAV1|TYMS|SOCS2|DKK3|IQGAP3,-1.4
MyList,GO Biological Processes,19,GO:0010389,regulation of G2/M transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.1,16,6.5,30284,109,52,3,5.8,3.2,1063|5347|9928,CENPF|PLK1|KIF14,-1.3
MyList,GO Biological Processes,19,GO:1901873,regulation of post-translational protein modification,19_GO:0050789 regulation of biological process,-3.1,9.4,5.5,30284,249,52,4,7.7,3.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-1.3
MyList,WikiPathways,27,WP5115,Network map of SARS CoV 2 signaling,,-3,9.2,5.4,30284,254,52,4,7.7,3.7,332|6241|7018|8836,BIRC5|RRM2|TF|GGH,-1.3
MyList,WikiPathways,27,WP3391,Senescence associated secretory phenotype SASP,,-3,15,6.4,30284,113,52,3,5.8,3.2,890|8340|11065,CCNA2|H2BC13|UBE2C,-1.3
MyList,GO Biological Processes,19,GO:1901988,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-3,9.1,5.4,30284,256,52,4,7.7,3.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-1.3
MyList,GO Biological Processes,19,GO:0007018,microtubule-based movement,19_GO:0009987 cellular process,-3,6.5,4.9,30284,447,52,5,9.6,4.1,9585|9787|9928|11004|146909,KIF20B|DLGAP5|KIF14|KIF2C|KIF18B,-1.3
MyList,GO Biological Processes,19,GO:0006334,nucleosome assembly,19_GO:0009987 cellular process,-2.9,15,6.2,30284,120,52,3,5.8,3.2,3009|3148|8340,H1-5|HMGB2|H2BC13,-1.2
MyList,GO Biological Processes,19,GO:0042325,regulation of phosphorylation,19_GO:0050789 regulation of biological process,-2.9,5,4.5,30284,694,52,6,12,4.4,857|1894|5347|7018|9928|22974,CAV1|ECT2|PLK1|TF|KIF14|TPX2,-1.2
MyList,Reactome Gene Sets,6,R-HSA-9609690,HCMV Early Events,,-2.9,14,6.1,30284,122,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-1.2
